stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon
44165,1020,Винники. Винна Гора (1020),"вул. Винна Гора, 10",49.823615,24.136920
44167,0303,"Чукаріна, Школа (303)","вул. Чукаріна, 12",49.798308,24.042757
44168,0322,Данилюка (322),"вул. Г. Хоткевича, 68",49.798217,24.039127
44169,0310,Хоткевича (310),"вул. Г. Хоткевича, 34",49.794695,24.044443
44172,0302,"Чукаріна, Школа (302)","вул. Чукаріна, 1",49.798362,24.042408
44174,0791,Центр Довженка (791),пр. Червоної Калини (навпроти буд. 81),49.794944,24.056126
44175,0790,Центр Довженка (790),"пр. Червоної Калини, 81",49.795038,24.056196
44176,0783,Дитяча поліклініка (783),"пр. Червоної Калини, 59",49.797043,24.052334
44177,0782,Дитяча поліклініка (782),"пр. Червоної Калини, 46",49.797228,24.051822
44178,0324,Шувар (324),"пр. Червоної Калини, 36 (проїзд між №36 та №40)",49.798218,24.049450
44179,0795,Шувар (795),"пр. Червоної Калини, 36",49.799581,24.047769
44217,,Пасічна (286-1),"вул. Пасічна, 3",49.835488,24.067773
44218,,Рудне Коновальця (1103),"Рудне, вул. Героїв Небесної Сотні",49.838204,23.895516
44219,0004,Академія мистецтв (4),"вул. Свенціцького, 15",49.825512,24.035667
44220,,Миколайчука (661-01),вул. І. Миколайчука (кінцева трамвая №6),49.865907,24.044177
44221,0074-01,ПЛ. СОБОРНА,"пл. Соборна, 17",49.838591,24.034752
44222,,Університет (78-01),"вул. Університеська, 1",49.839361,24.022722
44226,0433-01,Автовокзал (433-01),"вул. Стрийська, 109",49.787379,24.017213
44229,0393,Сихівський цвинтар (393),"вул. Зелена,420",49.772404,24.101695
44234,0736,Коледж телекомунікацій (736),"вул. В. Великого, 27",49.809590,24.008761
44235,0306,Курмановича (306),вул. Авіаційна (під мостом),49.826529,23.941741
44236,0711,Енергетична (711),"вул. П. Мирного (вул. Енергетична, 18)",49.815644,24.030544
44237,0712,Енергетична (712),"вул. Енергетична, 12",49.815603,24.030082
44238,0070,Собор Святого Юра (70),пл. Святого Юра,49.836931,24.013005
44243,0763,Розточчя (763),"вул В. Щурата (вул. Розточчя, 168)",49.877188,24.043126
44248,0495,ТЦ Скриня (495),"Городоцька, 183",49.835249,23.994055
44249,,ТЦ Скриня (495-1),"вул.Городоцька, 126",49.834772,23.990713
44251,0797,Угорська (797),"пр. Червоної Калини (вул. Угорська, 27)",49.810615,24.046181
44252,0796,Угорська (796),"пр. Червоної Калини, 1",49.810850,24.046229
44253,,Рудне Коновальця (1104),"Рудне, вул. Героїв Небесної Сотні",49.838308,23.895457
44254,,Рудне Лисенка (1123),"Рудне. вул. Лисенка, 2",49.838439,23.863828
44255,0777,Петрицького (777),"вул. Винниця, 2",49.861794,23.999754
44256,0778,Петрицького (778),"вул. Винниця, 7",49.861477,24.000374
44260,,Аеропорт (153-01),"вул. Любінська, 168",49.814059,23.960168
44699,0788,Коломийська (788),"пр. Червоної Калини, 80",49.788108,24.058924
44700,0787,Драгана (787),"пр. Червоної Калини, 94",49.785659,24.059045
44701,0784,Вернадського (784),"пр. Червоної Калини, 106",49.782409,24.059187
44702,0785,Вернадського (785),"пр. Червоної Калини, 106",49.782514,24.059281
44703,0786,Драгана (786),"пр. Червоної Калини, 109",49.785815,24.059152
44704,0789,Коломийська (789),"пр. Червоної Калини, 97",49.788048,24.059058
44705,0754,Поліклініка №4 (754),"пр. Червоної Калини, 72",49.790273,24.058986
44709,,Рудне Кільцева (1102),"Рудне, вул. Героїв Небесної Сотні",49.839093,23.899223
44806,0197-01,Погулянка (197-01),"вул. А. Вахнянина, 27",49.828997,24.056159
44808,0246,Мечнікова (246),"вул. Личаківська, 74",49.838735,24.054002
44809,0226,Личаківський цвинтар (226),"вул. Мечникова, 10",49.834080,24.052192
44810,0225,Личаківський цвинтар (225),вул. Мечникова (вхід на цвинтар),49.833667,24.052040
44811,0239,Левицького (239),"вул. Левицького, 122",49.830341,24.049463
44812,0238,Левицького (238),"вул. Левицького, 99",49.830464,24.049442
44814,0749,Привокзальний ринок (749),"вул. Городоцька, 155",49.836104,23.999167
44815,0771,Собор Святого Юра (771),"вул. Шептицьких, 3/4",49.837329,24.011690
44938,0738,Скейт-парк (738),"вул. Б. Хмельницького, 257",49.869349,24.056746
44939,1006,Винники-Кільцева (1006),,49.817877,24.156865
44941,0207,Бігова (207),"вул. Глинянський Тракт, 141",49.841401,24.096727
44942,0766,Ковельська (766),"вул. Ковельська, 67",49.860966,24.060812
44943,0206,Бігова (206),"вул. Глинянський Тракт, 136",49.841304,24.096598
44944,1021,Винна Гора (1021),"вул. Івасюка, 19",49.823228,24.136947
44947,1005,"Винники, Галицька (1005)","вул. Галицька, 42",49.817308,24.143953
44948,1007,Винники Кільцева (1007),"вул. Галицька, 109",49.817773,24.157337
44949,0109,Городоцька-Кільцева (109),"вул. Городоцька, 367",49.821061,23.916695
44950,0108,"Городоцька, Метро (108)","вул. Городоцька, 359",49.821677,23.920106
44951,0107,Азов-Галичина (107),"вул. Городоцька, 357",49.822622,23.925288
44952,0106,Станційна (106),"вул. Городоцька, 355",49.823626,23.930706
44953,0103,Азов-Галичина (103),"вул. Городоцька, 284",49.822646,23.924167
44954,0105,Городоцька. Метро (105),"вул. Городоцька, 300",49.821535,23.918175
44955,0359,Тернопільська (0359),вул. В. Стуса (перехрестя з вул. Тернопільською),49.816202,24.044577
44956,0357,Стадіон Україна (357),"вул. В. Стуса, 49",49.818322,24.043842
44957,0072,Академія мистецтв (72),"вул. Снопківська, 47",49.824541,24.037662
44963,0800,Колодзінського (800),"пр. Червоної Калини (вул. Рядова, 6)",49.803606,24.046449
44964,0439,Угорська (439),"вул. Угорська, 25",49.810687,24.044915
44965,0362,Карбишева (362),"вул. Д. Карбишева, 6а",49.812179,24.042120
44966,0358,Литвиненка (0358),"вул. В. Стуса (вул. Д. Карбишева, 8)",49.813803,24.044217
44967,0009,Стрийський ринок (9),"вул. Волоська (вул. Ш. Руставелі, 13)",49.829554,24.032684
44969,,"Винники, вул. Джерельна (1032)","Винники, вул. Забава, 71",49.805765,24.120929
44973,0068,Театр опери та балету (68),"пр. Свободи, 49",49.843988,24.025726
44974,0067,пр. Свободи (67),просп. Свободи 7,49.840029,24.028207
44975,0039,Князя Романа (39),"вул. Князя Романа, 26",49.837659,24.032995
44976,0291,Ш. Руставелі (291),"вул. Шота Руставелі, 2",49.833876,24.035329
44977,0008,Стрийський ринок (8),"вул. Волоська (вул. І. Франка, 81)",49.829436,24.032668
44978,0005,Стадіон Україна (5),"вул. В. Стуса, 22а",49.817951,24.043984
44979,0422,Литвиненка (422),"вул. С. Литвиненка, 19",49.813696,24.042168
44980,0437,Сумська (437),"вул. Угорська, 4",49.812972,24.038040
44981,0438,Угорська (438),"вул. Угорська, 14",49.810725,24.044448
44982,0801,Колодзінського (801),пр. Червоної Калини (після з'їзду на вул. Хуторівку),49.803878,24.046103
44983,0794,Шувар (794),"пр. Червоної Калини, 36",49.798303,24.049534
44984,0753,Поліклініка №4 (753),"пр. Червоної Калини, 70",49.790068,24.058830
44985,0117,Залізничний вокзал (117),"пл. Двірцева, 1",49.839890,23.995026
44989,0150,Любінська-Виговського (150),"вул. Любінська, 144",49.820480,23.968177
44992,0728,Тустань (728),вул. Любінська (навпроти буд. 168-А),49.817607,23.959696
44993,0148,Любінська-Виговського (148),"вул. Любінська, 101",49.820916,23.969706
44994,0146,Караджича (146),"вул. Любінська, 91",49.822700,23.974504
44996,0544,Симоненка (544),"вул. Наукова, 53",49.804787,23.987687
44997,0385,Станція Сихів (385),"ул. Зелена, 308",49.787421,24.075275
44998,0780,Вагилевича (780),"вул. Зелена, 24",49.832850,24.040186
44999,0514,Аркаса (514),"вул. Княгині Ольги, 11",49.817861,24.003609
45000,1142,Піднивки (1142),вул. Івана Франка (с. Муроване),49.876703,24.089834
45001,0312,Магазин (0312),вул. Івана Франка (с. Муроване),49.875915,24.092307
45002,0311,Магазин (0311),вул. Івана Франка (с. Муроване) ?,49.876022,24.092599
45003,1141,Піднивки (1141),вул. Івана Франка (с. Муроване) ?,49.876817,24.089847
45004,0523,Аркаса (523),"вул. Княгині Ольги, 100-Л",49.817325,24.002839
45007,0392,Кардіологічний центр (392),"вул. Кульпарківська, 28",49.831125,23.990552
45008,0779,Вагилевича (779),"вул. Зелена, 45",49.832382,24.041372
45009,0577,Грінченка (577),"вул. Б. Грінченка, 13-А",49.871991,24.052012
45010,0170,Автостанція №3 (170),"вул. Петлюри, 2",49.822992,23.978377
45012,0737,Окружна (0737),"вул. Окружна, 51",49.827599,23.982189
45014,0729,Озерна (729),"вул. Повітряна, 10-А",49.845989,23.983042
45015,0730,Бандрівського (730),"вул. Повітряна, 17",49.845861,23.982682
45016,0281,Майорівка (281),"вул. Пасічна, 70",49.825977,24.073196
45017,0280,Майорівка (280),"вул. Пасічна, 59",49.826232,24.072917
45018,,Варшавська (0612-01),"просп. В. Чорновола, 103",49.866374,24.016221
45020,0628,Татарбунарська (628),"вул. о. Омеляна Ковча (навпроти Т. Шевченка, 154)",49.854078,23.986534
45021,0762,Винниця (762),"вул. Винниця, 42",49.862057,23.993744
45022,0227,Інфекційна лікарня (227),"вул. Мечникова (Пекарська, 54)",49.832806,24.050338
45023,0734,Ліцей Героїв Крут (734),"вул. Пасічна, 51",49.827823,24.071319
45026,0706,Стрийський парк (706),"вул. Івана Франка, 112",49.825963,24.033400
45028,0750,Ромоданівська (750),вул. Личаківська (навпроти буд. 211),49.835798,24.073373
45029,0361,пл Франка (361),"вул. Франка, 78",49.829725,24.031260
45030,,Щурата (662-01),вул. І. Миколайчука (навпроти № 28),49.879171,24.036053
45031,0296,Сихівський міст (0296),"вул. Луганська, 18",49.808538,24.043654
45032,0416,Західенерго (0416),вул. Луганська,49.810698,24.026681
45033,0758,Куликівська (0758),"вул. Академіка А. Сахарова, 23",49.824020,24.012224
45034,0757,Куликівська (0757),"вул. Академіка А. Сахарова, 76",49.824076,24.011972
45035,0735,Дитяча залізниця (0735),"вул. Академіка А. Сахарова (вул. Стрийська, 78)",49.820115,24.019321
45036,0297,Сихівський міст (0297),"вул. Луганська, навпроти 18",49.808188,24.041256
45037,0055,700-річчя Львова (55),"вул. Під Дубом, 1",49.850445,24.026083
45038,0056,700-річчя Львова (56),"вул. Під Дубом, 2",49.850509,24.025571
45039,1111,Рудне Центральна (1111),"Рудно. вул. Огієнка, 21",49.837213,23.878167
45041,0621,Бальзака (621),"вул. Варшавська, 2",49.855064,24.014472
45045,0770,Заозерні провулки (770),"вул. Під Голоском (перехрестя з 2-м Заозерним провулком, 15)",49.868931,24.012530
45046,0769,Заозерні провулки (769),"вул. Під Голоском (перехрестя з 2-м Заозерним провулком, 19)",49.869071,24.012492
45067,0764,Духновича (0764),"вул. Кривчицька Дорога, 103",49.847110,24.081460
45068,0765,Духновича (0765),"вул. Кривчицька Дорога, 76",49.847000,24.081087
45071,,П'ятий парк (802),"вул. Широка, 100",49.842029,23.960125
45072,,П`ятий парк (803),вул. Широка (навпроти буд. 100),49.842032,23.959178
45076,29111,Ш. Руставелі (291-1),"Ш. Руставелі, 6",49.833343,24.035221
45091,,Винники. Лисика (1016),"Винники, вул. Кільцева",49.821933,24.146436
45103,0752,Дубова (752),"вул. Тракт Глинянський, 55",49.838197,24.079781
45105,0197,Погулянка (197),"вул. Вахнянина,27",49.829386,24.056939
45145,,Поліклініка №4 (733),"пр. Червоної Калини, 90",49.790032,24.058650
45146,,"Брюховичі, під Осовою (1074-01)",вул. Під Осовою 2,49.920735,23.979689
45148,,Вікторія Гарденс (547-01),"вул. Ряшівська, ТЦ Вікторія Гарденс",49.805948,23.980477
45162,,Скрипника (317),"вул. М. Скрипника,2",49.786295,24.051781
45249,,Антонича (354),"вул. Антонича, 8",49.785185,24.069741
45342,0707,Стадіон Сільмаш (707),"вул. Любінська, буд. Сулими, 1",49.829067,23.987162
45347,0744,Приміський вокзал (744),"вул. Городоцька, 153",49.836344,23.999690
45348,0745,Приміський вокзал (745),"вул. Городоцька, 153",49.836323,23.999913
2551080,,Ветеранів (727),"вул. Під Дубом, 13",49.850485,24.021403
